Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"R Bustamante, K Garcés",Managing Evolution of API-driven IoT Devices through Adaptation Chains,,cibse2020.ppgia.pucpr.br,,http://cibse2020.ppgia.pucpr.br/images/artigos/3/S03_P1.pdf,,24,15-02-21,PDF,,,,,,,,0,0,0,2,
6,"M Ahasanuzzaman, M Asaduzzaman, CK Roy…",CAPS: a supervised technique for classifying Stack Overflow posts concerning API issues,2020,Empirical Software …,Springer,https://link.springer.com/article/10.1007/s10664-019-09743-4,"https://scholar.google.com/scholar?cites=14401052051103638441&as_sdt=2005&sciodt=0,5&hl=en",25,15-02-21,,,,,,,,,6,6,2,4,1
1,"D Bermbach, E Wittern",Benchmarking web api quality–revisited,2020,Journal of Web Engineering,journals.riverpublishers.com,https://journals.riverpublishers.com/index.php/JWE/article/view/5719,"https://scholar.google.com/scholar?cites=2714761496286218974&as_sdt=2005&sciodt=0,5&hl=en",26,15-02-21,,,,,,,,,1,1,1,2,1
2,"T Zhang, B Hartmann, M Kim…",Enabling data-driven api design with community usage data: A need-finding study,2020,Proceedings of the 2020 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3313831.3376382,"https://scholar.google.com/scholar?cites=7074242149983849044&as_sdt=2005&sciodt=0,5&hl=en",27,15-02-21,,,,,,,,,2,2,1,4,1
25,"C Chen, Z Xing, Y Liu, KLX Ong",Mining likely analogical apis across third-party libraries via large-scale unsupervised api semantics embedding,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8630054/,"https://scholar.google.com/scholar?cites=16204782320500990917&as_sdt=2005&sciodt=0,5&hl=en",28,15-02-21,,,,,,,,,25,12.5,6,4,2
6,H Cai,Assessing and improving malware detection sustainability through app evolution studies,2020,ACM Transactions on Software Engineering and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3371924,"https://scholar.google.com/scholar?cites=9360704482067081867&as_sdt=2005&sciodt=0,5&hl=en",29,15-02-21,,,,,,,,,6,6,6,1,1
5,"L Li, J Gao, TF Bissyandé, L Ma, X Xia…",CDA: Characterising Deprecated Android APIs,2020,Empirical Software …,Springer,https://link.springer.com/content/pdf/10.1007/s10664-019-09764-z.pdf,"https://scholar.google.com/scholar?cites=4015992622974261038&as_sdt=2005&sciodt=0,5&hl=en",30,15-02-21,,,,,,,,,5,5,1,6,1
6,"L Wei, Y Liu, SC Cheung",Pivot: learning API-device correlations to facilitate Android compatibility issue detection,2019,2019 IEEE/ACM 41st International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8811898/,"https://scholar.google.com/scholar?cites=10845337292220998753&as_sdt=2005&sciodt=0,5&hl=en",31,15-02-21,,,,,,,,,6,3,2,3,2
0,"H Zhong, N Meng, Z Li, L Jia",An empirical study on API parameter rules,2020,2020 IEEE/ACM 42nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9283984/,,32,15-02-21,,,,,,,,,0,0,0,4,1
7,"H Cai, Z Zhang, L Li, X Fu",A large-scale study of application incompatibilities in Android,2019,Proceedings of the 28th ACM SIGSOFT …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3293882.3330564,"https://scholar.google.com/scholar?cites=13905647258581344994&as_sdt=2005&sciodt=0,5&hl=en",33,15-02-21,,,,,,,,,7,3.5,2,4,2
1,"D Bermbach, E Wittern",Benchmarking Web API Quality-Revisited,2019,arXiv preprint arXiv:1903.07712,arxiv.org,https://arxiv.org/abs/1903.07712,"https://scholar.google.com/scholar?cites=11911666501634339355&as_sdt=2005&sciodt=0,5&hl=en",34,15-02-21,,,,,,,,,1,0.5,1,2,2
1,"DE Khelladi, B Combemale, M Acher, O Barais…",Co-evolving code with evolving metamodels,2020,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3377811.3380324,"https://scholar.google.com/scholar?cites=2357562569271068712&as_sdt=2005&sciodt=0,5&hl=en",35,15-02-21,,,,,,,,,1,1,0,5,1
3,"J Gibergans Bàguena, C Hervada Sala…",The quality of urban air in Barcelona: a new approach applying compositional data analysis methods,2020,Emerging Science …,upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/190312,"https://scholar.google.com/scholar?cites=16614951372604738914&as_sdt=2005&sciodt=0,5&hl=en",36,15-02-21,,,,,,,,,3,3,1,3,1
0,"Y Xi, L Shen, Y Gui, W Zhao",Migrating Deprecated API to Documented Replacement: Patterns and Tool,2019,Proceedings of the 11th Asia-Pacific …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3361242.3361246,,37,15-02-21,,,,,,,,,0,0,0,4,2
1,"SA Haryono, F Thung, D Lo, L Jiang, J Lawall…",AndroEvolve: Automated Android API Update with Data Flow Analysis and Variable Denormalization,2020,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2011.05020,"https://scholar.google.com/scholar?cites=13174646610815477910&as_sdt=2005&sciodt=0,5&hl=en",38,15-02-21,,,,,,,,,1,1,0,6,1
4,"J Zhang, H Jiang, Z Ren, T Zhang…",Enriching api documentation with code samples and usage scenarios from crowd knowledge,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8723145/,"https://scholar.google.com/scholar?cites=11603107576647935806&as_sdt=2005&sciodt=0,5&hl=en",39,15-02-21,,,,,,,,,4,2,1,5,2
2,F Mira,A review paper of malware detection using api call sequences,2019,2019 2nd International Conference on Computer …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8769564/,"https://scholar.google.com/scholar?cites=894065131861834313&as_sdt=2005&sciodt=0,5&hl=en",40,15-02-21,,,,,,,,,2,1,2,1,2
1,H Alrubaye,How does API migration impact software quality and comprehension? an empirical study,2019,arXiv preprint arXiv:1907.07724,arxiv.org,https://arxiv.org/abs/1907.07724,"https://scholar.google.com/scholar?cites=5977983652425715604&as_sdt=2005&sciodt=0,5&hl=en",41,15-02-21,,,,,,,,,1,0.5,1,1,2
2,"M Kim, N Meng, T Zhang",Software Evolution,2019,Handbook of Software Engineering,Springer,https://link.springer.com/chapter/10.1007/978-3-030-00262-6_6,"https://scholar.google.com/scholar?cites=12629043660369398134&as_sdt=2005&sciodt=0,5&hl=en",42,15-02-21,,,,,,,,,2,1,1,3,2
0,"B Barta, G Manz, I Siket…",Challenges of SonarQube Plug-In Maintenance,2019,2019 IEEE 26th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8667988/,,43,15-02-21,,,,,,,,,0,0,0,4,2
0,"SA Haryono, F Thung, D Lo, J Lawall…",Characterization and Automatic Update of Deprecated Machine-Learning API Usages,2020,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2011.04962,,44,15-02-21,,,,,,,,,0,0,0,5,1
0,"J Yasmin, Y Tian, J Yang",A First Look at the Deprecation of RESTful APIs: An Empirical Study,2020,2020 IEEE International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9240687/,,45,15-02-21,,,,,,,,,0,0,0,3,1
1,"Z Zhang, H Zhu, M Wen, Y Tao, Y Liu…",How Do Python Framework APIs Evolve? An Exploratory Study,2020,2020 IEEE 27th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9054800/,"https://scholar.google.com/scholar?cites=6116893821230664182&as_sdt=2005&sciodt=0,5&hl=en",46,15-02-21,,,,,,,,,1,1,0,6,1
1,"G Ajam, C Rodrıguez…",API Topics Issues in Stack Overflow Q&As Posts: An Empirical Study,2020,The XLVI Latin American …,carlosrodriguez.info,http://www.carlosrodriguez.info/papers/API-topic-issues-empirical-study.pdf,"https://scholar.google.com/scholar?cites=547365991846828447&as_sdt=2005&sciodt=0,5&hl=en",47,15-02-21,PDF,,,,,,,,1,1,0,3,1
0,"M Hosono, H Washizaki, K Honda…",Inappropriate Usage Examples in Web API Documentations,2019,2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8919166/,,48,15-02-21,,,,,,,,,0,0,0,4,2
0,"J Harrison, S Thompson, S Varoumas, R Rowe",API migration: compare transformed,,cs.kent.ac.uk,,https://www.cs.kent.ac.uk/people/staff/sjt/Pubs/OCaml_workshop2020.pdf,,49,15-02-21,PDF,,,,,,,,0,0,0,4,
0,"M Michalski, P Kosko, D Juszczak…",EWIDL: Single-Source Web API Documentation Management System,2020,2020 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9240696/,,50,15-02-21,,,,,,,,,0,0,0,4,1
0,"G Ajam, C Rodrıguez, B Benatallah","API Topic Issues Indexing, Exploration and Discovery for API Community Knowledge",2020,,carlosrodriguez.info,http://www.carlosrodriguez.info/papers/Query-bot-for-API-Topic-Issues.pdf,,51,15-02-21,PDF,,,,,,,,0,0,0,3,1
1,"J Wang, L Li, K Liu, H Cai",Exploring how deprecated Python library APIs are (not) handled,2020,Proceedings of the 28th ACM Joint Meeting …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3368089.3409735,"https://scholar.google.com/scholar?cites=7505535220000450370&as_sdt=2005&sciodt=0,5&hl=en",52,15-02-21,,,,,,,,,1,1,0,4,1
0,"SL Santana, R Reis, C de Souza",A Case Study of API Management Using Aspects in a Brazilian Organization,2019,,aisel.aisnet.org,https://aisel.aisnet.org/amcis2019/spanish_portuguese_latin_america/spanish_portuguese_latin_america/26/,,53,15-02-21,,,,,,,,,0,0,0,3,2
4,"S Lee, R Wu, SC Cheung…",Automatic detection and update suggestion for outdated api names in documentation,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8651318/,"https://scholar.google.com/scholar?cites=9092501975775823305&as_sdt=2005&sciodt=0,5&hl=en",54,15-02-21,,,,,,,,,4,2,1,4,2
3,"R Nascimento, A Brito, A Hora…",JavaScript API deprecation in the wild: A first assessment,2020,2020 IEEE 27th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9054854/,"https://scholar.google.com/scholar?cites=16731812112105341228&as_sdt=2005&sciodt=0,5&hl=en",55,15-02-21,,,,,,,,,3,3,1,4,1
0,"C Xu, Y Xiong, W Huang, Z Meng",An Observational Study on Compatibility-Related API Usage,2019,2019 5th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8905029/,,56,15-02-21,,,,,,,,,0,0,0,4,2
4,"L Beurer-Kellner, J von Pilgrim, T Kehrer",Round-trip migration of object-oriented data model instances,2020,Transformation Tool Contest,,,"https://scholar.google.com/scholar?cites=5623249038682458538&as_sdt=2005&sciodt=0,5&hl=en",57,15-02-21,CITATION,,,,,,,,4,4,1,3,1
0,"M Nishi, K Damevski",. Automatically Identifying Valid API Versions for Software Tutorials on the Web,2019,Journal of Software: Evolution and Process,par.nsf.gov,https://par.nsf.gov/biblio/10109488,,58,15-02-21,,,,,,,,,0,0,0,2,2
0,"H Alrubaye, MW Mkaouer, A Peruma",Variability in Library Evolution: An Exploratory Study on Open-Source Java Libraries,,researchgate.net,,https://www.researchgate.net/profile/Mohamed_Wiem_Mkaouer/publication/330723366_Variability_in_Library_Evolution_Foundations_and_Applications/links/5d37129e92851cd0467f13b5/Variability-in-Library-Evolution-Foundations-and-Applications.pdf,,59,15-02-21,PDF,,,,,,,,0,0,0,3,
0,"T Mikkonen, C Pautasso, K Systä…",On the Web Platform Cornucopia,2019,… Conference on Web …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19274-7_25,,60,15-02-21,,,,,,,,,0,0,0,4,2
0,"A Ichario, M Maarek",Vision: Investigating Web API Developer Experience in Relation to Terms of Service and Privacy Policies,2020,2020 IEEE European Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9229791/,,61,15-02-21,,,,,,,,,0,0,0,2,1
0,"H Lin, L Gong, Z Li, F Qian, Z Zhang, QA Chen, Z Qian…",Poster: Experiences of Landing Machine Learning onto Market-Scale Mobile Malware Detection,,greenorbs.org,,http://www.greenorbs.org/people/lzh/papers/[EuroSys'20]%20APIChecker%20-%20poster.pdf,,62,15-02-21,PDF,,,,,,,,0,0,0,8,
0,"HT Tran, CV Phan",Towards Service Co-evolution in SOA Environments: A Survey,2020,"Context-Aware Systems and Applications, and …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-67101-3_19,,63,15-02-21,,,,,,,,,0,0,0,2,1
4,"C Lima, A Hora","What are the characteristics of popular APIs? A large-scale study on Java, Android, and 165 libraries",2020,Software Quality Journal,Springer,https://link.springer.com/article/10.1007/s11219-019-09476-z,"https://scholar.google.com/scholar?cites=4769789778485858717&as_sdt=2005&sciodt=0,5&hl=en",64,15-02-21,,,,,,,,,4,4,2,2,1
1,"J Businge, S Kawuma, M Openja…",How stable are eclipse application framework internal interfaces?,2019,2019 IEEE 26th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8668018/,"https://scholar.google.com/scholar?cites=9729037297195727250&as_sdt=2005&sciodt=0,5&hl=en",65,15-02-21,,,,,,,,,1,0.5,0,4,2
1,P Siriwardena,Advanced API Security 2nd ed,2020,,Apress,,"https://scholar.google.com/scholar?cites=8716895427636969182&as_sdt=2005&sciodt=0,5&hl=en",66,15-02-21,CITATION,,,,,,,,1,1,1,1,1
26,"L Qi, Q He, F Chen, X Zhang, W Dou…",Data-driven web APIs recommendation for building web applications,2020,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9007398/,"https://scholar.google.com/scholar?cites=13692999550568719696&as_sdt=2005&sciodt=0,5&hl=en",67,15-02-21,,,,,,,,,26,26,4,6,1
3,"L Gong, Z Li, F Qian, Z Zhang, QA Chen…",Experiences of landing machine learning onto market-scale mobile malware detection,2020,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3342195.3387530,"https://scholar.google.com/scholar?cites=14648471976083518175&as_sdt=2005&sciodt=0,5&hl=en",68,15-02-21,,,,,,,,,3,3,1,6,1
2,"G Menezes, B Cafeo, A Hora",Framework code samples: How are they maintained and used by developers?,2019,2019 ACM/IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8870139/,"https://scholar.google.com/scholar?cites=5789534924282602333&as_sdt=2005&sciodt=0,5&hl=en",69,15-02-21,,,,,,,,,2,1,1,3,2
4,"HJ Kang, F Thung, J Lawall, G Muller…",Semantic patches for Java program transformation (experience report),2019,… Conference on Object …,drops.dagstuhl.de,https://drops.dagstuhl.de/opus/volltexte/2019/10814/,"https://scholar.google.com/scholar?cites=6468995746390133613&as_sdt=2005&sciodt=0,5&hl=en",70,15-02-21,,,,,,,,,4,2,1,5,2
0,"J Xu, Y Li, R Deng, K Xu",SDAC: A Slow-Aging Solution for Android Malware Detection Using Semantic Distance Based API Clustering,2020,IEEE Transactions on Dependable …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9127784/,,71,15-02-21,,,,,,,,,0,0,0,4,1
0,"A Chaturvedi, A Tiwari, D Binkley…",Service Evolution Analytics: Change and Evolution Mining of a Distributed System,2020,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9140015/,,72,15-02-21,,,,,,,,,0,0,0,4,1
1,T Zimmermann,Challenges in the collaborative evolution of a proof language and its ecosystem,2019,,hal.inria.fr,https://hal.inria.fr/tel-02451322/,"https://scholar.google.com/scholar?cites=14422231222191937155&as_sdt=2005&sciodt=0,5&hl=en",73,15-02-21,,,,,,,,,1,0.5,1,1,2
0,RR de Sousa,A Systematic Review of the Literature of the Techniques to Perform Transformations in Software Engineering,2020,Brazilian Journal of Development,brazilianjournals.com,https://www.brazilianjournals.com/index.php/BRJD/article/view/13221,,74,15-02-21,,,,,,,,,0,0,0,1,1
2,"Y Wang, B Chen, K Huang, B Shi, C Xu…","An empirical study of usages, updates and risks of third-party libraries in java projects",2020,2020 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9240619/,"https://scholar.google.com/scholar?cites=7706297991462002539&as_sdt=2005&sciodt=0,5&hl=en",75,15-02-21,,,,,,,,,2,2,0,6,1
0,AZH Yang,SOAR: synthesis for open-source API refactoring,2020,Companion Proceedings of the 2020 ACM SIGPLAN …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3426430.3428129,,76,15-02-21,,,,,,,,,0,0,0,1,1
1,"M Mobilio, O Rignaelli, D Micucci…",FILO: FIx-LOcus Recommendation for Problems Caused by Android Framework Upgrade,2019,2019 IEEE 30th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8987532/,"https://scholar.google.com/scholar?cites=13819039941298041522&as_sdt=2005&sciodt=0,5&hl=en",77,15-02-21,,,,,,,,,1,0.5,0,4,2
1,"AK Jha, S Lee, WJ Lee",An empirical study of configuration changes and adoption in Android apps,2019,Journal of Systems and Software,Elsevier,https://www.sciencedirect.com/science/article/pii/S0164121219301396,"https://scholar.google.com/scholar?cites=8171212464874859726&as_sdt=2005&sciodt=0,5&hl=en",78,15-02-21,,,,,,,,,1,0.5,0,3,2
1,"AS Matos, JB Ferreira Filho…",Splitting apis: An exploratory study of software unbundling,2019,2019 IEEE/ACM 16th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8816781/,"https://scholar.google.com/scholar?cites=11622404001320229456&as_sdt=2005&sciodt=0,5&hl=en",79,15-02-21,,,,,,,,,1,0.5,0,3,2
2,"A Brito, MT Valente, L Xavier, A Hora",You broke my code: understanding the motivations for breaking changes in APIs,2020,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-019-09756-z,"https://scholar.google.com/scholar?cites=9991913479543282736&as_sdt=2005&sciodt=0,5&hl=en",80,15-02-21,,,,,,,,,2,2,1,4,1
9,"SK Mukhiya, F Rabbi, VKI Pun, A Rutle…",A GraphQL approach to healthcare information exchange with HL7 FHIR,2019,Procedia Computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S187705091931782X,"https://scholar.google.com/scholar?cites=10549288751511389351&as_sdt=2005&sciodt=0,5&hl=en",81,15-02-21,,,,,,,,,9,4.5,2,5,2
1,"Q Fan, T Wang, C Yang, G Yin, Y Yu…",Why do they ask? An exploratory study of crowd discussions about Android application programming interface in stack overflow,2019,Journal of Central South …,Springer,https://link.springer.com/article/10.1007/s11771-019-4185-5,"https://scholar.google.com/scholar?cites=16107853000985005498&as_sdt=2005&sciodt=0,5&hl=en",82,15-02-21,,,,,,,,,1,0.5,0,6,2
0,"I Alazzam, MS Al-Amri",Test coverage and impact analysis for detecting refactoring faults: a study on the inline method,2019,International Journal of Business …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJBIS.2019.103072,,83,15-02-21,,,,,,,,,0,0,0,2,2
7,"H Alrubaye, MW Mkaouer, A Ouni",On the use of information retrieval to automate the detection of third-party java library migration at the method level,2019,2019 IEEE/ACM 27th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8813257/,"https://scholar.google.com/scholar?cites=9993976601714538288&as_sdt=2005&sciodt=0,5&hl=en",84,15-02-21,,,,,,,,,7,3.5,2,3,2
13,"D Li, L Li, D Kim, TF Bissyandé, D Lo…",Watch out for this commit! a study of influential software changes,2019,Journal of Software …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2181,"https://scholar.google.com/scholar?cites=6865191717823298520&as_sdt=2005&sciodt=0,5&hl=en",85,15-02-21,,,,,,,,,13,6.5,2,6,2
0,"H Alrubaye, D Alshoaibi, E Alomar…",How does library migration impact software quality and comprehension? An empirical study,2020,… Conference on Software …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-64694-3_15,,86,15-02-21,,,,,,,,,0,0,0,4,1
4,"P Godefroid, D Lehmann, M Polishchuk",Differential regression testing for REST APIs,2020,Proceedings of the 29th ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3395363.3397374,"https://scholar.google.com/scholar?cites=3687393044293810648&as_sdt=2005&sciodt=0,5&hl=en",87,15-02-21,,,,,,,,,4,4,1,3,1
6,"R Zhang, W Xiao, H Zhang, Y Liu…",An empirical study on program failures of deep learning jobs,2020,2020 IEEE/ACM 42nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9284109/,"https://scholar.google.com/scholar?cites=2066194245102428854&as_sdt=2005&sciodt=0,5&hl=en",88,15-02-21,,,,,,,,,6,6,1,5,1
39,"MJ Islam, G Nguyen, R Pan, H Rajan",A comprehensive study on deep learning bug characteristics,2019,… of the 2019 27th ACM Joint …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3338906.3338955,"https://scholar.google.com/scholar?cites=1185788544019852017&as_sdt=2005&sciodt=0,5&hl=en",89,15-02-21,,,,,,,,,39,19.5,10,4,2
10,"J Dietrich, D Pearce, J Stringer, A Tahir…",Dependency versioning in the wild,2019,2019 IEEE/ACM 16th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8816809/,"https://scholar.google.com/scholar?cites=16640462313913694987&as_sdt=2005&sciodt=0,5&hl=en",90,15-02-21,,,,,,,,,10,5,2,5,2
0,"S Hartenstein, K Nadobny, S Schmidt…",An Approach for a Fast Cost Validation of Web-Based APIs supported by Functional Size Measurement with COSMIC.,2019,IWSM-Mensura,ceur-ws.org,http://ceur-ws.org/Vol-2476/short2.pdf,,91,15-02-21,PDF,,,,,,,,0,0,0,4,2
1,"A Ketkar, N Tsantalis, D Dig",Understanding type changes in java,2020,Proceedings of the 28th ACM Joint Meeting …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3368089.3409725,"https://scholar.google.com/scholar?cites=6197807272567571724&as_sdt=2005&sciodt=0,5&hl=en",92,15-02-21,,,,,,,,,1,1,0,3,1
0,"M Dilhara, A Ketkar, D Dig",Understanding Software-2.0: A Study of Machine Learning library usage and evolution,2020,,ir.library.oregonstate.edu,https://ir.library.oregonstate.edu/concern/defaults/3b591h056,,93,15-02-21,,,,,,,,,0,0,0,3,1
0,"KWS Morrison, JW Thorne",Statistical deep content inspection of api traffic to create per-identifier interface contracts,2020,"US Patent App. 16/160,537",Google Patents,https://patents.google.com/patent/US20200117523A1/en,,94,15-02-21,,,,,,,,,0,0,0,2,1
2,"HJ Kang, F Thung, J Lawall, G Muller, L Jiang, D Lo",Automating program transformation for Java using semantic patches,2019,,hal.inria.fr,https://hal.inria.fr/hal-02023368/,"https://scholar.google.com/scholar?cites=6342243501109720986&as_sdt=2005&sciodt=0,5&hl=en",95,15-02-21,,,,,,,,,2,1,0,6,2
1,"E Horton, C Parnin",V2: fast detection of configuration drift in Python,2019,2019 34th IEEE/ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8952262/,"https://scholar.google.com/scholar?cites=8275921438758672127&as_sdt=2005&sciodt=0,5&hl=en",96,15-02-21,,,,,,,,,1,0.5,1,2,2
5,"P Salza, F Palomba, D Di Nucci, A De Lucia…",Third-party libraries in mobile apps,2020,Empirical Software …,Springer,https://link.springer.com/article/10.1007/s10664-019-09754-1,"https://scholar.google.com/scholar?cites=4824226513533632185&as_sdt=2005&sciodt=0,5&hl=en",97,15-02-21,,,,,,,,,5,5,1,5,1
1,"K Huang, B Chen, B Shi, Y Wang, C Xu…","Interactive, effort-aware library version harmonization",2020,Proceedings of the 28th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3368089.3409689,"https://scholar.google.com/scholar?cites=17408014287651138136&as_sdt=2005&sciodt=0,5&hl=en",98,15-02-21,,,,,,,,,1,1,0,6,1
0,"M Schöttle, J Kienzle",On the difficulties of raising the level of abstraction and facilitating reuse in software modelling: the case for signature extension,2019,2019 IEEE/ACM 11th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8876961/,,99,15-02-21,,,,,,,,,0,0,0,2,2
1,"M Wan, N Abolhassani, A Alotaibi…",An Empirical Study of UI Implementations in Android Applications,2019,… and Evolution (ICSME …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8919059/,"https://scholar.google.com/scholar?cites=5764013415779988425&as_sdt=2005&sciodt=0,5&hl=en",100,15-02-21,,,,,,,,,1,0.5,0,4,2
2,"L An, M Castelluccio, F Khomh",An empirical study of DLL injection bugs in the Firefox ecosystem,2019,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-018-9677-7,"https://scholar.google.com/scholar?cites=4054453115981636954&as_sdt=2005&sciodt=0,5&hl=en",101,15-02-21,,,,,,,,,2,1,1,3,2
0,"B Collie, P Ginsbach, MFP O'Boyle",Type-Directed Program Synthesis and Constraint Generation for Accelerator Library Portability,,,,,,102,15-02-21,CITATION,,,,,,,,0,0,0,3,
0,"L Gong, H Lin, Z Li, F Qian, Y Li…",Systematically Landing Machine Learning onto Market-Scale Mobile Malware Detection,2020,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9301262/,,103,15-02-21,,,,,,,,,0,0,0,6,1
0,M Leuenberger,Exploring example-driven migration,2019,Proceedings of the Conference Companion of the 3rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3328433.3328463,,104,15-02-21,,,,,,,,,0,0,0,1,2
0,B Vieira Resende e Silva,GAINDroid: General Automated Incompatibility Notifier for Android Applications,2019,,digitalcommons.unl.edu,https://digitalcommons.unl.edu/computerscidiss/167/,,105,15-02-21,,,,,,,,,0,0,0,1,2
1,"I Azpeitia, J Iturrioz, O Díaz",Volunteering for Linked Data Wrapper maintenance: A platform perspective,2020,Information Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306437919305204,"https://scholar.google.com/scholar?cites=17315750185003331744&as_sdt=2005&sciodt=0,5&hl=en",106,15-02-21,,,,,,,,,1,1,0,3,1
1,"S Mujahid, R Abdalkareem, E Shihab…",Using Others' Tests to Identify Breaking Updates,2020,Proceedings of the 17th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3379597.3387476,"https://scholar.google.com/scholar?cites=11547590447482470489&as_sdt=2005&sciodt=0,5&hl=en",107,15-02-21,,,,,,,,,1,1,0,4,1
3,"D Silva, J Silva, GJDS Santos, R Terra…",RefDiff 2.0: A Multi-language Refactoring Detection Tool,2020,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8966516/,"https://scholar.google.com/scholar?cites=10494099911204543436&as_sdt=2005&sciodt=0,5&hl=en",108,15-02-21,,,,,,,,,3,3,1,5,1
0,P Siriwardena,APIs Rule!,2020,Advanced API Security,Springer,https://link.springer.com/chapter/10.1007/978-1-4842-2050-4_1,,109,15-02-21,,,,,,,,,0,0,0,1,1
0,SDH Fuzzing,Main Research,,computer.org,,https://www.computer.org/csdl/proceedings-article/saner/2020/09054810/1iHVby0fdKw,,110,15-02-21,,,,,,,,,0,0,0,1,
5,"B Collie, P Ginsbach…",Type-Directed Program Synthesis and Constraint Generation for Library Portability,2019,2019 28th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8891611/,"https://scholar.google.com/scholar?cites=8595719691850552934&as_sdt=2005&sciodt=0,5&hl=en",111,15-02-21,,,,,,,,,5,2.5,2,3,2
3,"M Martinez, BG Mateus",How and Why did developers migrate Android Applications from Java to Kotlin? A study based on code analysis and interviews with developers,2020,arXiv preprint arXiv:2003.12730,arxiv.org,https://arxiv.org/abs/2003.12730,"https://scholar.google.com/scholar?cites=7985601853256303610&as_sdt=2005&sciodt=0,5&hl=en",112,15-02-21,,,,,,,,,3,3,2,2,1
